genres,overview,title
11,celluloid closet documentary highlights historical contexts gays lesbians bisexuals transgenders occupied cinema history shows evolution entertainment industry role shaping perceptions lgbt figures   issues addressed include secrecy initially defined homosexuality demonization homosexual community advent aids finally shift acceptance positivity modern era,The Celluloid Closet
17,celluloid closet documentary highlights historical contexts gays lesbians bisexuals transgenders occupied cinema history shows evolution entertainment industry role shaping perceptions lgbt figures   issues addressed include secrecy initially defined homosexuality demonization homosexual community advent aids finally shift acceptance positivity modern era,The Celluloid Closet
6,café au lait lola pregnant   know father jamal black muslim son diplomats felix pennyless jewish messenger   jamal felix meet lola race begins,Café au Lait
1,café au lait lola pregnant   know father jamal black muslim son diplomats felix pennyless jewish messenger   jamal felix meet lola race begins,Café au Lait
5,café au lait lola pregnant   know father jamal black muslim son diplomats felix pennyless jewish messenger   jamal felix meet lola race begins,Café au Lait
15,café au lait lola pregnant   know father jamal black muslim son diplomats felix pennyless jewish messenger   jamal felix meet lola race begins,Café au Lait
1,dear diary writer director actor nanni moretti offers film diary takes sharply satiric look italian life,Dear Diary
6,dear diary writer director actor nanni moretti offers film diary takes sharply satiric look italian life,Dear Diary
5,want talk leonor widow small south american town gives birth charlotte dwarf   mother provides rich childhood daughter erases clues daughter lead think different    short want talk   mother succeeds creating modern day rapunzel charlotte accomplished young woman captures heart ludovico   circus comes town,I Don't Want to Talk About It
6,want talk leonor widow small south american town gives birth charlotte dwarf   mother provides rich childhood daughter erases clues daughter lead think different    short want talk   mother succeeds creating modern day rapunzel charlotte accomplished young woman captures heart ludovico   circus comes town,I Don't Want to Talk About It
1,brady bunch movie original 70 tv family placed 1990 square place,The Brady Bunch Movie
1,home year old kevin mccallister makes situation family unwittingly leaves christmas vacation   pair bungling burglars set sights kevin house plucky kid stands ready defend territory   planting booby traps galore adorably mischievous kevin stands ground frantic mother attempts race home,Home Alone
2,home year old kevin mccallister makes situation family unwittingly leaves christmas vacation   pair bungling burglars set sights kevin house plucky kid stands ready defend territory   planting booby traps galore adorably mischievous kevin stands ground frantic mother attempts race home,Home Alone
4,ghost sam wheat banker molly jensen artist madly love   sam murdered friend corrupt business partner carl bruner shady business deal left roam earth powerless spirit   learns carl betrayal sam seek help psychic oda mae brown set things right protect molly carl goons,Ghost
6,ghost sam wheat banker molly jensen artist madly love   sam murdered friend corrupt business partner carl bruner shady business deal left roam earth powerless spirit   learns carl betrayal sam seek help psychic oda mae brown set things right protect molly carl goons,Ghost
9,ghost sam wheat banker molly jensen artist madly love   sam murdered friend corrupt business partner carl bruner shady business deal left roam earth powerless spirit   learns carl betrayal sam seek help psychic oda mae brown set things right protect molly carl goons,Ghost
13,ghost sam wheat banker molly jensen artist madly love   sam murdered friend corrupt business partner carl bruner shady business deal left roam earth powerless spirit   learns carl betrayal sam seek help psychic oda mae brown set things right protect molly carl goons,Ghost
5,ghost sam wheat banker molly jensen artist madly love   sam murdered friend corrupt business partner carl bruner shady business deal left roam earth powerless spirit   learns carl betrayal sam seek help psychic oda mae brown set things right protect molly carl goons,Ghost
0,aladdin princess jasmine grows tired forced remain palace sneaks marketplace disguise meets street urchin aladdin fall love marry prince   thrown jail aladdin embroiled plot find mysterious lamp evil jafar hopes rule land,Aladdin
2,aladdin princess jasmine grows tired forced remain palace sneaks marketplace disguise meets street urchin aladdin fall love marry prince   thrown jail aladdin embroiled plot find mysterious lamp evil jafar hopes rule land,Aladdin
1,aladdin princess jasmine grows tired forced remain palace sneaks marketplace disguise meets street urchin aladdin fall love marry prince   thrown jail aladdin embroiled plot find mysterious lamp evil jafar hopes rule land,Aladdin
